store_id,item_id,wm_yr_wk,sell_price
CA_1,FOODS_2_019,11235,3.28
CA_1,FOODS_2_019,11236,3.28
CA_1,FOODS_2_019,11237,3.28
CA_1,FOODS_2_019,11238,3.28
CA_1,FOODS_2_019,11239,3.28
CA_1,FOODS_2_019,11240,3.28
CA_1,FOODS_2_019,11241,3.28
CA_1,FOODS_2_019,11242,3.28
CA_1,FOODS_2_019,11243,3.28
CA_1,FOODS_2_019,11244,3.28
CA_1,FOODS_2_019,11245,3.28
CA_1,FOODS_2_019,11246,3.28
CA_1,FOODS_2_019,11247,3.28
CA_1,FOODS_2_019,11248,3.28
CA_1,FOODS_2_019,11249,3.28
CA_1,FOODS_2_019,11250,3.28
CA_1,FOODS_2_019,11251,3.28
CA_1,FOODS_2_019,11252,3.28
CA_1,FOODS_2_019,11301,3.28
CA_1,FOODS_2_019,11302,3.28
CA_1,FOODS_2_019,11303,3.28
CA_1,FOODS_2_019,11304,3.28
CA_1,FOODS_2_019,11305,3.28
CA_1,FOODS_2_019,11306,3.28
CA_1,FOODS_2_019,11307,3.28
CA_1,FOODS_2_019,11308,3.28
CA_1,FOODS_2_019,11309,3.28
CA_1,FOODS_2_019,11310,3.28
CA_1,FOODS_2_019,11311,3.28
CA_1,FOODS_2_019,11312,3.28
CA_1,FOODS_2_019,11313,3.28
CA_1,FOODS_2_019,11314,3.28
CA_1,FOODS_2_019,11315,3.28
CA_1,FOODS_2_019,11316,3.28
CA_1,FOODS_2_019,11317,3.28
CA_1,FOODS_2_019,11318,3.28
CA_1,FOODS_2_019,11319,3.28
CA_1,FOODS_2_019,11320,3.28
CA_1,FOODS_2_019,11321,3.28
CA_1,FOODS_2_019,11322,3.28
CA_1,FOODS_2_019,11323,3.28
CA_1,FOODS_2_019,11324,3.28
CA_1,FOODS_2_019,11325,3.38
CA_1,FOODS_2_019,11326,3.38
CA_1,FOODS_2_019,11327,3.38
CA_1,FOODS_2_019,11328,3.38
CA_1,FOODS_2_019,11329,3.38
CA_1,FOODS_2_019,11330,3.38
CA_1,FOODS_2_019,11331,3.38
CA_1,FOODS_2_019,11332,3.38
CA_1,FOODS_2_019,11333,3.28
CA_1,FOODS_2_019,11334,3.28
CA_1,FOODS_2_019,11335,3.28
CA_1,FOODS_2_019,11336,3.28
CA_1,FOODS_2_019,11337,3.28
CA_1,FOODS_2_019,11338,3.28
CA_1,FOODS_2_019,11339,3.28
CA_1,FOODS_2_019,11340,3.28
CA_1,FOODS_2_019,11341,3.28
CA_1,FOODS_2_019,11342,3.28
CA_1,FOODS_2_019,11343,3.28
CA_1,FOODS_2_019,11344,3.28
CA_1,FOODS_2_019,11345,3.28
CA_1,FOODS_2_019,11346,3.28
CA_1,FOODS_2_019,11347,3.28
CA_1,FOODS_2_019,11348,3.28
CA_1,FOODS_2_019,11349,3.28
CA_1,FOODS_2_019,11350,3.28
CA_1,FOODS_2_019,11351,3.28
CA_1,FOODS_2_019,11352,3.28
CA_1,FOODS_2_019,11353,3.28
CA_1,FOODS_2_019,11401,3.28
CA_1,FOODS_2_019,11402,3.28
CA_1,FOODS_2_019,11403,3.28
CA_1,FOODS_2_019,11404,3.28
CA_1,FOODS_2_019,11405,3.28
CA_1,FOODS_2_019,11406,3.28
CA_1,FOODS_2_019,11407,3.28
CA_1,FOODS_2_019,11408,3.28
CA_1,FOODS_2_019,11409,3.28
CA_1,FOODS_2_019,11410,3.28
CA_1,FOODS_2_019,11411,3.28
CA_1,FOODS_2_019,11412,3.28
CA_1,FOODS_2_019,11413,3.28
CA_1,FOODS_2_019,11414,3.28
CA_1,FOODS_2_019,11415,3.28
CA_1,FOODS_2_019,11416,3.28
CA_1,FOODS_2_019,11417,3.28
CA_1,FOODS_2_019,11418,3.28
CA_1,FOODS_2_019,11419,3.28
CA_1,FOODS_2_019,11420,3.28
CA_1,FOODS_2_019,11421,3.28
CA_1,FOODS_2_019,11422,3.28
CA_1,FOODS_2_019,11423,3.28
CA_1,FOODS_2_019,11424,3.28
CA_1,FOODS_2_019,11425,3.28
CA_1,FOODS_2_019,11426,3.28
CA_1,FOODS_2_019,11427,3.28
CA_1,FOODS_2_019,11428,3.28
CA_1,FOODS_2_019,11429,3.28
CA_1,FOODS_2_019,11430,3.28
CA_1,FOODS_2_019,11431,3.28
CA_1,FOODS_2_019,11432,3.28
CA_1,FOODS_2_019,11433,3.28
CA_1,FOODS_2_019,11434,3.28
CA_1,FOODS_2_019,11435,3.28
CA_1,FOODS_2_019,11436,3.28
CA_1,FOODS_2_019,11437,3.28
CA_1,FOODS_2_019,11438,3.28
CA_1,FOODS_2_019,11439,3.28
CA_1,FOODS_2_019,11440,3.28
CA_1,FOODS_2_019,11441,3.28
CA_1,FOODS_2_019,11442,3.28
CA_1,FOODS_2_019,11443,3.28
CA_1,FOODS_2_019,11444,3.28
CA_1,FOODS_2_019,11445,3.28
CA_1,FOODS_2_019,11446,3.28
CA_1,FOODS_2_019,11447,3.28
CA_1,FOODS_2_019,11448,3.28
CA_1,FOODS_2_019,11449,3.28
CA_1,FOODS_2_019,11450,3.28
CA_1,FOODS_2_019,11451,3.28
CA_1,FOODS_2_019,11452,3.28
CA_1,FOODS_2_019,11501,3.28
CA_1,FOODS_2_019,11502,3.28
CA_1,FOODS_2_019,11503,3.28
CA_1,FOODS_2_019,11504,3.28
CA_1,FOODS_2_019,11505,3.28
CA_1,FOODS_2_019,11506,3.28
CA_1,FOODS_2_019,11507,3.34
CA_1,FOODS_2_019,11508,3.34
CA_1,FOODS_2_019,11509,3.34
CA_1,FOODS_2_019,11510,3.34
CA_1,FOODS_2_019,11511,3.34
CA_1,FOODS_2_019,11512,3.34
CA_1,FOODS_2_019,11513,3.34
CA_1,FOODS_2_019,11514,3.34
CA_1,FOODS_2_019,11515,3.34
CA_1,FOODS_2_019,11516,3.34
CA_1,FOODS_2_019,11517,3.34
CA_1,FOODS_2_019,11518,3.34
CA_1,FOODS_2_019,11519,3.34
CA_1,FOODS_2_019,11520,3.34
CA_1,FOODS_2_019,11521,3.34
CA_1,FOODS_2_019,11522,3.42
CA_1,FOODS_2_019,11523,3.42
CA_1,FOODS_2_019,11524,3.42
CA_1,FOODS_2_019,11525,3.42
CA_1,FOODS_2_019,11526,3.42
CA_1,FOODS_2_019,11527,3.42
CA_1,FOODS_2_019,11528,3.42
CA_1,FOODS_2_019,11529,3.42
CA_1,FOODS_2_019,11530,3.42
CA_1,FOODS_2_019,11531,3.42
CA_1,FOODS_2_019,11532,3.42
CA_1,FOODS_2_019,11533,3.42
CA_1,FOODS_2_019,11534,3.42
CA_1,FOODS_2_019,11535,3.42
CA_1,FOODS_2_019,11536,3.42
CA_1,FOODS_2_019,11537,3.42
CA_1,FOODS_2_019,11538,3.42
CA_1,FOODS_2_019,11539,3.42
CA_1,FOODS_2_019,11540,3.42
CA_1,FOODS_2_019,11541,3.42
CA_1,FOODS_2_019,11542,3.42
CA_1,FOODS_2_019,11543,3.42
CA_1,FOODS_2_019,11544,3.42
CA_1,FOODS_2_019,11545,3.42
CA_1,FOODS_2_019,11546,3.42
CA_1,FOODS_2_019,11547,3.42
CA_1,FOODS_2_019,11548,3.42
CA_1,FOODS_2_019,11549,3.42
CA_1,FOODS_2_019,11550,3.42
CA_1,FOODS_2_019,11551,3.42
CA_1,FOODS_2_019,11552,3.42
CA_1,FOODS_2_019,11601,3.42
CA_1,FOODS_2_019,11602,3.42
CA_1,FOODS_2_019,11603,3.42
CA_1,FOODS_2_019,11604,3.42
CA_1,FOODS_2_019,11605,3.42
CA_1,FOODS_2_019,11606,3.42
CA_1,FOODS_2_019,11607,3.42
CA_1,FOODS_2_019,11608,3.42
CA_1,FOODS_2_019,11609,3.42
CA_1,FOODS_2_019,11610,3.42
CA_1,FOODS_2_019,11611,3.42
CA_1,FOODS_2_019,11612,3.42
CA_1,FOODS_2_019,11613,3.42
CA_1,FOODS_2_019,11614,3.42
CA_1,FOODS_2_019,11615,3.42
CA_1,FOODS_2_019,11616,3.42
CA_1,FOODS_2_019,11617,3.42
CA_1,FOODS_2_019,11618,3.42
CA_1,FOODS_2_019,11619,3.42
CA_1,FOODS_2_019,11620,3.42
CA_1,FOODS_2_019,11621,3.42
CA_1,FOODS_2_197,11101,2.98
CA_1,FOODS_2_197,11102,2.98
CA_1,FOODS_2_197,11103,2.98
CA_1,FOODS_2_197,11104,2.98
CA_1,FOODS_2_197,11105,2.98
CA_1,FOODS_2_197,11106,2.98
CA_1,FOODS_2_197,11107,2.98
CA_1,FOODS_2_197,11108,2.98
CA_1,FOODS_2_197,11109,2.98
CA_1,FOODS_2_197,11110,2.98
CA_1,FOODS_2_197,11111,2.98
CA_1,FOODS_2_197,11112,2.98
CA_1,FOODS_2_197,11113,2.98
CA_1,FOODS_2_197,11114,2.98
CA_1,FOODS_2_197,11115,2.98
CA_1,FOODS_2_197,11116,2.98
CA_1,FOODS_2_197,11117,2.98
CA_1,FOODS_2_197,11118,2.98
CA_1,FOODS_2_197,11119,2.98
CA_1,FOODS_2_197,11120,2.98
CA_1,FOODS_2_197,11121,2.98
CA_1,FOODS_2_197,11122,2.98
CA_1,FOODS_2_197,11123,2.98
CA_1,FOODS_2_197,11124,2.98
CA_1,FOODS_2_197,11125,2.98
CA_1,FOODS_2_197,11126,2.98
CA_1,FOODS_2_197,11127,2.98
CA_1,FOODS_2_197,11128,2.98
CA_1,FOODS_2_197,11129,2.98
CA_1,FOODS_2_197,11130,2.98
CA_1,FOODS_2_197,11131,2.98
CA_1,FOODS_2_197,11132,2.98
CA_1,FOODS_2_197,11133,2.98
CA_1,FOODS_2_197,11134,2.98
CA_1,FOODS_2_197,11135,2.98
CA_1,FOODS_2_197,11136,2.98
CA_1,FOODS_2_197,11137,2.98
CA_1,FOODS_2_197,11138,2.98
CA_1,FOODS_2_197,11139,2.98
CA_1,FOODS_2_197,11140,2.98
CA_1,FOODS_2_197,11141,2.98
CA_1,FOODS_2_197,11142,2.98
CA_1,FOODS_2_197,11143,2.98
CA_1,FOODS_2_197,11144,2.98
CA_1,FOODS_2_197,11145,2.98
CA_1,FOODS_2_197,11146,2.98
CA_1,FOODS_2_197,11147,2.98
CA_1,FOODS_2_197,11148,2.98
CA_1,FOODS_2_197,11149,2.98
CA_1,FOODS_2_197,11150,2.98
CA_1,FOODS_2_197,11151,2.98
CA_1,FOODS_2_197,11152,2.98
CA_1,FOODS_2_197,11201,2.98
CA_1,FOODS_2_197,11202,2.98
CA_1,FOODS_2_197,11203,2.98
CA_1,FOODS_2_197,11204,2.98
CA_1,FOODS_2_197,11205,2.98
CA_1,FOODS_2_197,11206,2.98
CA_1,FOODS_2_197,11207,2.98
CA_1,FOODS_2_197,11208,2.98
CA_1,FOODS_2_197,11209,2.98
CA_1,FOODS_2_197,11210,2.98
CA_1,FOODS_2_197,11211,2.98
CA_1,FOODS_2_197,11212,2.98
CA_1,FOODS_2_197,11213,2.98
CA_1,FOODS_2_197,11214,2.98
CA_1,FOODS_2_197,11215,2.98
CA_1,FOODS_2_197,11216,2.98
CA_1,FOODS_2_197,11217,2.98
CA_1,FOODS_2_197,11218,2.98
CA_1,FOODS_2_197,11219,2.98
CA_1,FOODS_2_197,11220,2.98
CA_1,FOODS_2_197,11221,2.98
CA_1,FOODS_2_197,11222,2.98
CA_1,FOODS_2_197,11223,2.98
CA_1,FOODS_2_197,11224,3.28
CA_1,FOODS_2_197,11225,3.28
CA_1,FOODS_2_197,11226,3.28
CA_1,FOODS_2_197,11227,3.28
CA_1,FOODS_2_197,11228,3.28
CA_1,FOODS_2_197,11229,3.28
CA_1,FOODS_2_197,11230,3.28
CA_1,FOODS_2_197,11231,3.28
CA_1,FOODS_2_197,11232,3.28
CA_1,FOODS_2_197,11233,3.28
CA_1,FOODS_2_197,11234,3.28
CA_1,FOODS_2_197,11235,3.28
CA_1,FOODS_2_197,11236,3.28
CA_1,FOODS_2_197,11237,3.28
CA_1,FOODS_2_197,11238,3.28
CA_1,FOODS_2_197,11239,3.28
CA_1,FOODS_2_197,11240,3.28
CA_1,FOODS_2_197,11241,3.28
CA_1,FOODS_2_197,11242,3.28
CA_1,FOODS_2_197,11243,3.28
CA_1,FOODS_2_197,11244,3.28
CA_1,FOODS_2_197,11245,3.28
CA_1,FOODS_2_197,11246,3.28
CA_1,FOODS_2_197,11247,3.28
CA_1,FOODS_2_197,11248,3.28
CA_1,FOODS_2_197,11249,3.28
CA_1,FOODS_2_197,11250,3.28
CA_1,FOODS_2_197,11251,3.28
CA_1,FOODS_2_197,11252,3.28
CA_1,FOODS_2_197,11301,3.28
CA_1,FOODS_2_197,11302,3.28
CA_1,FOODS_2_197,11303,3.28
CA_1,FOODS_2_197,11304,3.28
CA_1,FOODS_2_197,11305,3.28
CA_1,FOODS_2_197,11306,3.28
CA_1,FOODS_2_197,11307,3.28
CA_1,FOODS_2_197,11308,3.28
CA_1,FOODS_2_197,11309,3.28
CA_1,FOODS_2_197,11310,3.28
CA_1,FOODS_2_197,11311,3.28
CA_1,FOODS_2_197,11312,3.28
CA_1,FOODS_2_197,11313,3.28
CA_1,FOODS_2_197,11314,3.28
CA_1,FOODS_2_197,11315,3.28
CA_1,FOODS_2_197,11316,3.28
CA_1,FOODS_2_197,11317,3.28
CA_1,FOODS_2_197,11318,3.28
CA_1,FOODS_2_197,11319,3.28
CA_1,FOODS_2_197,11320,3.28
CA_1,FOODS_2_197,11321,3.28
CA_1,FOODS_2_197,11322,3.28
CA_1,FOODS_2_197,11323,3.28
CA_1,FOODS_2_197,11324,3.28
CA_1,FOODS_2_197,11325,3.38
CA_1,FOODS_2_197,11326,3.38
CA_1,FOODS_2_197,11327,3.38
CA_1,FOODS_2_197,11328,3.38
CA_1,FOODS_2_197,11329,3.38
CA_1,FOODS_2_197,11330,3.38
CA_1,FOODS_2_197,11331,3.38
CA_1,FOODS_2_197,11332,3.38
CA_1,FOODS_2_197,11333,3.28
CA_1,FOODS_2_197,11334,3.28
CA_1,FOODS_2_197,11335,3.28
CA_1,FOODS_2_197,11336,3.28
CA_1,FOODS_2_197,11337,3.28
CA_1,FOODS_2_197,11338,3.28
CA_1,FOODS_2_197,11339,3.28
CA_1,FOODS_2_197,11340,3.28
CA_1,FOODS_2_197,11341,3.28
CA_1,FOODS_2_197,11342,3.28
CA_1,FOODS_2_197,11343,3.28
CA_1,FOODS_2_197,11344,3.28
CA_1,FOODS_2_197,11345,3.28
CA_1,FOODS_2_197,11346,3.28
CA_1,FOODS_2_197,11347,3.28
CA_1,FOODS_2_197,11348,3.28
CA_1,FOODS_2_197,11349,3.28
CA_1,FOODS_2_197,11350,3.28
CA_1,FOODS_2_197,11351,3.28
CA_1,FOODS_2_197,11352,3.28
CA_1,FOODS_2_197,11353,3.28
CA_1,FOODS_2_197,11401,3.28
CA_1,FOODS_2_197,11402,3.28
CA_1,FOODS_2_197,11403,3.28
CA_1,FOODS_2_197,11404,3.28
CA_1,FOODS_2_197,11405,3.28
CA_1,FOODS_2_197,11406,3.28
CA_1,FOODS_2_197,11407,3.28
CA_1,FOODS_2_197,11408,3.28
CA_1,FOODS_2_197,11409,3.28
CA_1,FOODS_2_197,11410,3.28
CA_1,FOODS_2_197,11411,3.28
CA_1,FOODS_2_197,11412,3.28
CA_1,FOODS_2_197,11413,3.28
CA_1,FOODS_2_197,11414,3.28
CA_1,FOODS_2_197,11415,3.28
CA_1,FOODS_2_197,11416,3.28
CA_1,FOODS_2_197,11417,3.28
CA_1,FOODS_2_197,11418,3.28
CA_1,FOODS_2_197,11419,3.28
CA_1,FOODS_2_197,11420,3.28
CA_1,FOODS_2_197,11421,3.28
CA_1,FOODS_2_197,11422,3.28
CA_1,FOODS_2_197,11423,3.28
CA_1,FOODS_2_197,11424,3.28
CA_1,FOODS_2_197,11425,3.28
CA_1,FOODS_2_197,11426,3.28
CA_1,FOODS_2_197,11427,3.28
CA_1,FOODS_2_197,11428,3.28
CA_1,FOODS_2_197,11429,3.28
CA_1,FOODS_2_197,11430,3.28
CA_1,FOODS_2_197,11431,3.28
CA_1,FOODS_2_197,11432,3.28
CA_1,FOODS_2_197,11433,3.28
CA_1,FOODS_2_197,11434,3.28
CA_1,FOODS_2_197,11435,3.28
CA_1,FOODS_2_197,11436,3.28
CA_1,FOODS_2_197,11437,3.28
CA_1,FOODS_2_197,11438,3.28
CA_1,FOODS_2_197,11439,3.28
CA_1,FOODS_2_197,11440,3.28
CA_1,FOODS_2_197,11441,3.28
CA_1,FOODS_2_197,11442,3.28
CA_1,FOODS_2_197,11443,3.28
CA_1,FOODS_2_197,11444,3.28
CA_1,FOODS_2_197,11445,3.28
CA_1,FOODS_2_197,11446,3.28
CA_1,FOODS_2_197,11447,3.28
CA_1,FOODS_2_197,11448,3.28
CA_1,FOODS_2_197,11449,3.28
CA_1,FOODS_2_197,11450,3.28
CA_1,FOODS_2_197,11451,3.28
CA_1,FOODS_2_197,11452,3.28
CA_1,FOODS_2_197,11501,3.28
CA_1,FOODS_2_197,11502,3.28
CA_1,FOODS_2_197,11503,3.28
CA_1,FOODS_2_197,11504,3.28
CA_1,FOODS_2_197,11505,3.28
CA_1,FOODS_2_197,11506,3.28
CA_1,FOODS_2_197,11507,3.34
CA_1,FOODS_2_197,11508,3.34
CA_1,FOODS_2_197,11509,3.34
CA_1,FOODS_2_197,11510,3.34
CA_1,FOODS_2_197,11511,3.34
CA_1,FOODS_2_197,11512,3.34
CA_1,FOODS_2_197,11513,3.34
CA_1,FOODS_2_197,11514,3.34
CA_1,FOODS_2_197,11515,3.34
CA_1,FOODS_2_197,11516,3.34
CA_1,FOODS_2_197,11517,3.34
CA_1,FOODS_2_197,11518,3.34
CA_1,FOODS_2_197,11519,3.34
CA_1,FOODS_2_197,11520,3.34
CA_1,FOODS_2_197,11521,3.34
CA_1,FOODS_2_197,11522,3.34
CA_1,FOODS_2_197,11523,3.42
CA_1,FOODS_2_197,11524,3.42
CA_1,FOODS_2_197,11525,3.42
CA_1,FOODS_2_197,11526,3.42
CA_1,FOODS_2_197,11527,3.42
CA_1,FOODS_2_197,11528,3.42
CA_1,FOODS_2_197,11529,3.42
CA_1,FOODS_2_197,11530,3.42
CA_1,FOODS_2_197,11531,3.42
CA_1,FOODS_2_197,11532,3.42
CA_1,FOODS_2_197,11533,3.42
CA_1,FOODS_2_197,11534,3.42
CA_1,FOODS_2_197,11535,3.42
CA_1,FOODS_2_197,11536,3.42
CA_1,FOODS_2_197,11537,3.42
CA_1,FOODS_2_197,11538,3.42
CA_1,FOODS_2_197,11539,3.42
CA_1,FOODS_2_197,11540,3.42
CA_1,FOODS_2_197,11541,3.42
CA_1,FOODS_2_197,11542,3.42
CA_1,FOODS_2_197,11543,3.42
CA_1,FOODS_2_197,11544,3.42
CA_1,FOODS_2_197,11545,3.42
CA_1,FOODS_2_197,11546,3.42
CA_1,FOODS_2_197,11547,3.42
CA_1,FOODS_2_197,11548,3.42
CA_1,FOODS_2_197,11549,3.42
CA_1,FOODS_2_197,11550,3.42
CA_1,FOODS_2_197,11551,3.42
CA_1,FOODS_2_197,11552,3.42
CA_1,FOODS_2_197,11601,3.42
CA_1,FOODS_2_197,11602,3.42
CA_1,FOODS_2_197,11603,3.42
CA_1,FOODS_2_197,11604,3.42
CA_1,FOODS_2_197,11605,3.42
CA_1,FOODS_2_197,11606,3.42
CA_1,FOODS_2_197,11607,3.42
CA_1,FOODS_2_197,11608,3.42
CA_1,FOODS_2_197,11609,3.42
CA_1,FOODS_2_197,11610,3.42
CA_1,FOODS_2_197,11611,3.42
CA_1,FOODS_2_197,11612,3.42
CA_1,FOODS_2_197,11613,3.42
CA_1,FOODS_2_197,11614,3.42
CA_1,FOODS_2_197,11615,3.42
CA_1,FOODS_2_197,11616,3.42
CA_1,FOODS_2_197,11617,3.42
CA_1,FOODS_2_197,11618,3.42
CA_1,FOODS_2_197,11619,3.42
CA_1,FOODS_2_197,11620,3.42
CA_1,FOODS_2_197,11621,3.42
CA_1,FOODS_2_276,11101,2.98
CA_1,FOODS_2_276,11102,2.98
CA_1,FOODS_2_276,11103,2.98
CA_1,FOODS_2_276,11104,2.98
CA_1,FOODS_2_276,11105,2.98
CA_1,FOODS_2_276,11106,2.98
CA_1,FOODS_2_276,11107,2.98
CA_1,FOODS_2_276,11108,2.98
CA_1,FOODS_2_276,11109,2.98
CA_1,FOODS_2_276,11110,2.98
CA_1,FOODS_2_276,11111,2.98
CA_1,FOODS_2_276,11112,2.98
CA_1,FOODS_2_276,11113,2.98
CA_1,FOODS_2_276,11114,2.98
CA_1,FOODS_2_276,11115,2.98
CA_1,FOODS_2_276,11116,2.98
CA_1,FOODS_2_276,11117,2.98
CA_1,FOODS_2_276,11118,2.98
CA_1,FOODS_2_276,11119,2.98
CA_1,FOODS_2_276,11120,2.98
CA_1,FOODS_2_276,11121,2.98
CA_1,FOODS_2_276,11122,2.98
CA_1,FOODS_2_276,11123,2.98
CA_1,FOODS_2_276,11124,2.98
CA_1,FOODS_2_276,11125,2.98
CA_1,FOODS_2_276,11126,2.98
CA_1,FOODS_2_276,11127,2.98
CA_1,FOODS_2_276,11128,2.98
CA_1,FOODS_2_276,11129,2.98
CA_1,FOODS_2_276,11130,2.98
CA_1,FOODS_2_276,11131,2.98
CA_1,FOODS_2_276,11132,2.98
CA_1,FOODS_2_276,11133,2.98
CA_1,FOODS_2_276,11134,2.98
CA_1,FOODS_2_276,11135,2.98
CA_1,FOODS_2_276,11136,2.98
CA_1,FOODS_2_276,11137,2.98
CA_1,FOODS_2_276,11138,2.98
CA_1,FOODS_2_276,11139,2.98
CA_1,FOODS_2_276,11140,2.98
CA_1,FOODS_2_276,11141,2.98
CA_1,FOODS_2_276,11142,2.98
CA_1,FOODS_2_276,11143,2.98
CA_1,FOODS_2_276,11144,2.98
CA_1,FOODS_2_276,11145,2.98
CA_1,FOODS_2_276,11146,2.98
CA_1,FOODS_2_276,11147,2.98
CA_1,FOODS_2_276,11148,2.98
CA_1,FOODS_2_276,11149,2.98
CA_1,FOODS_2_276,11150,2.98
CA_1,FOODS_2_276,11151,2.98
CA_1,FOODS_2_276,11152,2.98
CA_1,FOODS_2_276,11201,2.98
CA_1,FOODS_2_276,11202,2.98
CA_1,FOODS_2_276,11203,2.98
CA_1,FOODS_2_276,11204,2.98
CA_1,FOODS_2_276,11205,2.98
CA_1,FOODS_2_276,11206,2.98
CA_1,FOODS_2_276,11207,2.98
CA_1,FOODS_2_276,11208,2.98
CA_1,FOODS_2_276,11209,2.98
CA_1,FOODS_2_276,11210,2.98
CA_1,FOODS_2_276,11211,2.98
CA_1,FOODS_2_276,11212,2.98
CA_1,FOODS_2_276,11213,2.98
CA_1,FOODS_2_276,11214,2.98
CA_1,FOODS_2_276,11215,2.98
CA_1,FOODS_2_276,11216,2.98
CA_1,FOODS_2_276,11217,2.98
CA_1,FOODS_2_276,11218,2.98
CA_1,FOODS_2_276,11219,2.98
CA_1,FOODS_2_276,11220,2.98
CA_1,FOODS_2_276,11221,2.98
CA_1,FOODS_2_276,11222,2.98
CA_1,FOODS_2_276,11223,2.98
CA_1,FOODS_2_276,11224,3.28
CA_1,FOODS_2_276,11225,3.28
CA_1,FOODS_2_276,11226,3.28
CA_1,FOODS_2_276,11227,3.28
CA_1,FOODS_2_276,11228,3.28
CA_1,FOODS_2_276,11229,3.28
CA_1,FOODS_2_276,11230,3.28
CA_1,FOODS_2_276,11231,3.28
CA_1,FOODS_2_276,11232,3.28
CA_1,FOODS_2_276,11233,3.28
CA_1,FOODS_2_276,11234,3.28
CA_1,FOODS_2_276,11235,3.28
CA_1,FOODS_2_276,11236,3.28
CA_1,FOODS_2_276,11237,3.28
CA_1,FOODS_2_276,11238,3.28
CA_1,FOODS_2_276,11239,3.28
CA_1,FOODS_2_276,11240,3.28
CA_1,FOODS_2_276,11241,3.28
CA_1,FOODS_2_276,11242,3.28
CA_1,FOODS_2_276,11243,3.28
CA_1,FOODS_2_276,11244,3.28
CA_1,FOODS_2_276,11245,3.28
CA_1,FOODS_2_276,11246,3.28
CA_1,FOODS_2_276,11247,3.28
CA_1,FOODS_2_276,11248,3.28
